Frame,x_5,x_6,x_11,x_12,x_13,x_14,x_15,x_16,y_5,y_6,y_11,y_12,y_13,y_14,y_15,y_16,label
Frame_15,257.1063538,131.9295654,236.1808777,151.8363495,296.7025146,87.26933289,255.1268921,132.647583,474.0810852,472.6410217,583.4487915,582.9974365,664.9054565,668.8760986,735.6895752,727.3005981,squatting
Frame_16,256.7982483,132.1092529,236.6790771,152.5743256,297.5119629,88.30344391,254.0116119,131.4569397,474.6414795,472.4906006,583.6965942,582.9888916,665.8495483,669.4988403,734.0736084,726.3913574,squatting
Frame_17,258.0534058,131.636673,236.2905426,151.3052521,298.3806458,89.80799103,252.3695374,130.0196228,475.8101196,473.6768188,584.315979,583.5513916,665.9584351,669.3286133,733.9379883,729.1583862,squatting
Frame_18,258.0160828,132.1308136,235.7854614,151.2872925,299.3106995,89.81896973,253.2952728,133.6295319,476.9484863,474.3920593,587.2941895,586.3881836,668.1051025,671.8275757,733.4488525,726.7646484,squatting
Frame_19,258.8574829,131.562912,236.9829865,151.5707855,302.2084961,89.6207962,251.142395,133.1925659,477.4032898,475.4870911,588.5696411,587.9649048,668.1019287,672.3920288,732.6806641,727.1343384,squatting
Frame_20,260.1665039,130.6245117,235.6036987,149.6868744,296.8076477,97.521492,258.5231934,126.3416672,477.8930054,474.063385,589.7236328,587.6135254,679.8563843,676.9542236,742.9035034,728.565979,squatting
Frame_21,260.3945923,129.893631,236.6881866,150.054306,298.2464294,97.67409515,259.8482056,126.252327,479.7514343,475.6194458,590.5475464,588.3791504,680.0462646,677.1831665,742.1655273,728.6187134,squatting
Frame_22,260.7629089,130.6387024,236.3580475,149.8881531,298.8921814,97.11841583,259.2536011,125.6090698,481.7424622,476.4330139,593.0255127,590.1873169,681.1233521,676.5101318,740.8693237,726.9683838,squatting
Frame_23,261.1220398,130.0187531,236.4740753,149.3165588,300.0976868,97.94093323,258.2025757,123.2328796,482.6347656,478.6048889,595.0969849,592.918335,682.2218018,679.442688,739.7796631,726.9489136,squatting
Frame_24,261.6653442,130.0661316,236.6628571,149.173172,301.8829041,98.06313324,257.3815918,124.4460373,482.7402039,478.7072754,596.8804932,594.7943726,686.7774658,684.1668091,737.2680054,726.6018066,squatting
Frame_25,261.0659485,129.1124115,235.7236176,148.2987823,302.1377563,98.48113251,255.5681,126.1905594,483.6498108,479.8112488,597.8939819,596.0044556,686.1797485,685.0925293,737.1237793,724.8214722,squatting
Frame_26,260.5235901,128.8774109,234.7655487,147.6607971,300.7325745,99.62492371,255.1466064,125.3932495,484.1199951,480.3518066,598.0140991,596.3452759,685.4008179,685.3150024,735.821106,723.9771729,squatting
Frame_27,260.4062195,128.5432587,235.9233246,148.779892,300.8448181,99.59960938,254.6690216,126.5372543,485.2185364,480.4015198,598.6365967,596.4459839,687.1323242,685.2842407,734.5310669,723.0198975,squatting
Frame_28,260.0320129,127.7174988,236.296463,148.8732758,301.6812134,98.92816925,254.8347168,125.5545044,486.6871643,481.511261,600.3704834,598.1073608,689.3348999,686.9094849,732.2037964,722.1040649,squatting
Frame_29,260.2160645,127.981987,236.3816071,148.9011383,301.7371521,98.46226501,255.3093719,126.0772171,487.9424438,483.3397522,600.1451416,598.0542603,688.5321655,686.3222656,734.3955688,722.475708,squatting
Frame_30,260.6586609,128.7390594,237.0940857,149.8587799,300.8952942,98.0476532,256.2311707,126.3689651,488.7069092,483.3029175,599.9924927,597.4105225,689.0299683,685.0776367,733.980896,722.2255249,squatting
Frame_31,261.6238403,129.4502869,236.363327,148.7219849,298.6871643,96.61872101,260.6239929,122.9956436,488.3539734,484.3627014,599.3823242,597.3676147,685.7652588,683.6784058,739.2435913,723.9318237,squatting
Frame_32,261.5838318,128.8796997,237.2528534,149.2526398,299.8467102,96.30623627,259.8034973,121.1800613,489.2116394,484.7503357,600.6005859,598.4954224,685.6860352,683.5808105,737.4052734,724.8162842,squatting
Frame_33,261.2610168,128.5819092,237.5312958,149.6248016,299.8118591,97.01272583,258.811615,122.2587051,489.8630371,484.9025574,600.8111572,598.5679321,686.6306152,684.4064331,736.0122681,723.7810669,squatting
Frame_34,260.7875671,128.727951,236.549469,149.0347137,301.8618774,97.85370636,257.2851563,123.0288467,490.4659119,485.9529724,601.4888916,599.385498,685.1589966,683.3959961,736.2108154,723.6206055,squatting
Frame_35,260.9883118,129.1501923,236.3209991,148.8709869,300.7563477,98.07450104,259.385498,123.7052536,490.1868286,486.2977295,600.7752075,598.8639526,685.5252075,683.8894043,737.1504517,723.1381226,squatting
Frame_36,260.9493713,129.2284241,237.0169373,149.7281647,301.1202393,97.70516968,259.5696411,124.9072876,489.3911438,485.8173523,600.7713013,598.8605957,686.4598999,684.0701294,737.4610596,722.2213135,squatting
Frame_37,261.3479919,129.2988586,235.8341064,148.3009033,302.6731262,98.47621155,258.6595764,124.719017,489.0733948,485.8532104,601.24823,599.5263672,685.8165894,684.0667725,737.0220337,722.3614502,squatting
Frame_38,260.7530518,129.3047638,236.062912,148.8954315,303.4933472,98.86321259,258.3284912,125.7725754,488.5101929,485.2730408,601.0856934,599.5042725,685.2944336,684.123291,735.4526978,722.1829834,squatting
Frame_39,262.0164185,129.418869,236.891098,149.0546875,303.7197876,100.0308762,258.4388733,126.4924545,489.3723755,486.5660095,601.9675903,600.5656128,684.9638672,684.5296631,734.4602661,721.1976929,squatting
Frame_40,263.0517883,129.3464508,237.4073181,148.839035,304.1087646,100.4608841,258.4638672,126.7929306,489.0001526,486.7564697,600.6320801,599.4225464,684.5291138,684.5507813,735.0170288,720.9332886,squatting
Frame_41,262.8388062,129.1404572,236.8556519,148.3435516,304.1242065,100.6492615,258.5154724,126.1816635,488.8614807,486.946991,600.8043213,599.812561,683.3756714,684.1672363,735.3557129,722.1783447,squatting
Frame_42,262.822937,128.8647461,236.8760529,148.1662445,304.9842529,100.6381302,258.3491516,126.7259293,489.017334,486.8596191,600.5873413,599.5093384,683.164917,683.8048706,734.5316772,721.1445923,squatting
Frame_43,263.2672119,129.2609558,236.8911438,148.1544647,305.7503662,100.8437881,259.067749,127.4375763,489.2922363,487.1225281,600.3319702,599.2319946,681.9729004,682.7629395,734.5037842,720.7218628,squatting
Frame_44,262.9613037,127.6055679,240.7473602,150.9415131,310.6629639,91.83002472,257.1165161,134.0200806,486.9998779,486.3153992,598.8771973,598.7755737,676.395874,681.9407349,728.7757568,717.6734009,squatting
Frame_45,263.3508606,127.1727448,240.777771,150.5540771,310.612854,91.90844727,256.9071655,132.2616272,487.6430969,486.4858398,599.3653564,599.0055542,676.1831665,680.7190552,728.1361694,718.6687622,squatting
Frame_46,263.0845642,127.5351715,240.1109619,150.2772369,310.9115295,92.3892746,256.432251,131.9457245,487.2051086,486.5768433,599.5715332,599.5584717,676.3318481,682.1737061,727.4996338,719.0137939,squatting
Frame_47,263.0427856,127.7033234,240.3987732,150.7290649,311.0582275,92.37705994,256.4677734,132.1536865,487.3561707,486.6524963,599.9723511,599.9629517,676.4443359,682.4760742,728.1259155,719.2719116,squatting
Frame_48,263.6419678,129.3623199,236.9047241,147.9762726,306.8826904,100.3329086,257.9613342,129.3250275,491.2839355,488.7711792,602.4371338,601.2062378,683.9278564,683.7389526,732.3793945,719.6577759,squatting
Frame_49,263.8369446,129.406189,237.1396484,148.1402435,306.9760132,100.7041092,258.1024475,129.2587891,491.1540833,489.0069275,602.2574463,601.2197266,683.4230957,683.3746948,731.6977539,720.1710205,squatting
Frame_50,263.8059692,128.832962,236.7749023,147.4841003,306.3965759,100.4755936,258.9928589,130.380722,491.2582703,489.2207336,601.8951416,601.0890503,681.2496338,682.8279419,731.2786255,719.0836792,squatting
Frame_51,264.0450745,128.9617462,236.6343079,147.1337738,306.6365967,100.2138901,259.1106873,131.2210541,491.2550964,489.3486328,602.1265259,601.4049072,683.0930786,684.9330444,729.9730835,716.9458008,squatting
Frame_52,264.2910767,129.1841583,237.2622528,147.7843628,306.2576294,100.3707581,259.4362183,130.4655914,491.8477173,490.5062866,602.0952148,601.6148682,682.34198,684.5011597,730.5274658,718.343811,squatting
Frame_53,263.8893433,129.0327759,237.0081635,147.6520996,305.1290894,100.8161011,259.711792,128.7778015,491.911377,490.3408813,601.454834,600.9035645,682.951355,685.1500244,730.2437134,719.1082153,squatting
Frame_54,263.9518127,128.9207001,236.4937134,146.9894714,305.1236572,100.810997,259.7839355,129.8069305,491.8851318,490.561554,601.1890259,600.795166,683.0162964,685.949646,730.5964355,718.3146973,squatting
Frame_55,264.3184814,128.8336487,236.2864227,146.5187988,304.4129639,100.6681137,260.6351318,130.3738861,491.6409912,490.9153748,601.1244507,600.9961548,682.9369507,686.6608887,732.0095825,718.592041,squatting
Frame_56,264.6991882,129.0802155,236.5050964,146.6024017,304.7057495,100.3285828,261.0705261,130.3952484,491.2912903,491.3701172,600.7867432,601.0534668,681.4047852,686.348877,732.3946533,718.659668,squatting
Frame_57,264.4272156,128.9272461,235.9059448,146.0670166,305.0074768,100.9525375,260.8497009,129.8410645,491.8193054,491.7995605,601.0872192,601.3977661,681.4172974,686.7998657,731.6293335,718.6381836,squatting
Frame_58,264.7270203,128.8866577,236.5933685,146.5010529,305.4874268,100.9790726,261.2533875,130.4217377,492.4790955,492.2704773,600.9137573,601.1599731,681.3834229,686.5272827,731.3896484,718.0814209,squatting
Frame_59,264.5218811,128.9552612,236.6411591,146.7099609,305.4340515,100.5000229,261.601532,131.0375214,492.3836365,491.887207,600.8833618,601.0010986,681.6593018,686.3710938,730.734314,717.3444824,squatting
Frame_60,265.2198486,129.4820099,237.6190491,147.5408936,305.835083,100.5723114,261.5732422,131.2208557,492.1354675,491.3095703,600.8189087,600.7991943,682.0848389,686.8635254,730.2614136,716.8539429,squatting
Frame_61,264.9866028,130.1096344,238.4088898,148.792099,305.4414063,100.2943954,262.9688721,131.3233337,491.9029541,491.3321228,600.9990234,601.1674194,682.6096191,688.0405884,730.383606,717.4014282,squatting
Frame_62,265.1149597,129.6798859,238.7518463,148.8473206,306.3632202,100.4837646,262.4292603,132.5474548,491.4680786,490.6528625,600.9868774,601.0352173,683.7677002,689.0643921,729.3060913,715.265686,squatting
Frame_63,265.2482605,130.2747345,238.6210785,148.9304352,306.1185913,100.9657288,261.7527466,131.3648987,491.4286499,490.8119202,600.6134644,600.7437134,683.9165649,689.4324341,729.3042603,715.9993896,squatting
Frame_64,265.1120605,130.3381653,238.3751678,148.8182526,305.7688293,101.5705719,261.1950989,130.6437988,491.4858704,490.6618347,600.0470581,600.1190796,683.7339478,688.9786377,728.6825562,717.2577515,squatting
Frame_65,265.245575,130.1617584,238.4891968,148.7552643,306.3227539,102.2222824,261.1723022,129.8635864,491.1585999,490.8276062,599.980835,600.3484497,682.9390869,689.2238159,728.5146484,718.1171265,squatting
Frame_66,265.4024048,130.1746368,238.4575806,148.6315765,305.9306946,102.1153488,261.824585,129.6517792,491.4266357,491.2302246,600.118103,600.5795288,682.3419189,689.0012817,728.6430664,718.3580933,squatting
Frame_67,265.5357666,130.2497101,238.4863281,148.5806885,304.8477783,102.3766861,261.3240356,128.9511108,491.9212952,491.3722534,599.6185913,599.9717407,683.2188721,689.8978882,727.0161743,717.0278931,squatting
Frame_68,265.695343,130.192627,238.7896729,148.7093353,305.3475952,102.2701416,260.8448486,128.4339905,492.1293335,491.6040649,599.4146729,599.7143555,683.4976196,689.9295044,727.2728882,716.7354736,squatting
Frame_69,265.516449,129.9729767,238.7579956,148.625061,305.9368286,101.9688644,261.102478,128.5752563,491.6254272,491.2589111,599.4022217,599.8231812,682.9754028,689.8256226,727.1373291,716.6989746,squatting
Frame_70,265.5464783,130.1554565,238.2738953,148.1693268,305.385437,102.2784729,261.3836975,128.2447357,491.5345154,491.4519348,598.7463989,599.3086548,682.125,689.8120728,727.9074097,716.8141479,squatting
Frame_71,265.9434509,129.9910126,238.8110504,148.3162994,304.9721069,101.2201614,262.4271545,129.0417328,491.5874023,491.3868103,598.2901611,598.6737061,681.8529053,688.7020874,728.8776245,715.7670898,squatting
Frame_72,265.9580078,129.8257599,238.9134064,148.3360291,305.0743408,101.2598724,262.8193054,129.3304443,491.6688843,491.4854126,598.3790894,598.8086548,681.2592773,688.3926392,728.9039917,715.4000854,squatting
Frame_73,265.9884949,129.9635162,238.8618164,148.2619324,305.7731934,100.9767685,263.0619812,129.0713654,491.5389099,491.2967224,598.3450928,598.6951294,681.2149658,687.8015747,729.1170044,715.9864502,squatting
Frame_74,266.047699,130.2622833,239.143692,148.6424103,305.7019043,100.3710251,263.5697021,128.9566345,491.3477783,491.3587341,598.4303589,598.7803955,680.8526611,686.968811,730.2999878,715.9832153,squatting
Frame_75,266.0001526,130.6003723,239.6689758,149.3099213,306.7965393,100.469841,262.8612061,127.7164459,491.3076172,490.9107056,599.0145264,599.1010742,681.5306396,686.4106445,730.1397705,716.8693237,squatting
Frame_76,265.931366,130.4212494,239.8443451,149.4694824,307.5258179,100.5468979,261.6082764,128.3465576,492.0025635,490.9961243,599.8312988,599.6414795,682.435791,686.4395142,728.3203125,716.0720215,squatting
Frame_77,266.022583,130.4556122,239.9409485,149.4741364,307.3849182,100.3527222,261.5474548,127.7278671,492.3164673,491.4167175,599.6590576,599.6032104,682.1879272,686.7102661,727.4957275,716.557312,squatting
Frame_78,266.0692139,130.612854,239.9964294,149.6109619,307.7440491,100.6282654,260.7080688,125.8200836,492.3158569,491.3368225,600.2230835,600.1469727,681.8867798,686.2754517,726.8564453,717.8158569,squatting
Frame_79,265.8940735,130.859375,239.227356,149.1164398,308.1548767,100.4608383,260.4648743,125.7159424,492.0198364,490.8971558,600.3955688,600.1677856,682.0615845,685.8881836,727.4996338,717.5770874,squatting
Frame_80,265.7127991,130.9623413,239.8125763,149.931366,308.2715149,100.2674255,260.4509583,127.007103,491.85849,490.9165344,599.8910522,599.7508545,681.7374878,685.5371704,726.4957886,716.1293335,squatting
Frame_81,265.6131897,131.0573425,239.2318268,149.3921051,308.735199,101.0352097,260.2471008,126.0423584,491.3179932,490.3841553,599.4959106,599.385376,682.3483276,686.6385498,726.6532593,716.288269,squatting
Frame_82,265.3647156,131.2518311,238.8418427,149.3033752,308.7434082,101.268959,260.0967407,126.0120773,490.7121277,489.9615784,599.3701782,599.3358765,682.4071655,686.9116211,726.7354736,716.5174561,squatting
Frame_83,265.3430481,131.0613708,238.7361755,149.1733704,308.3937988,101.654068,260.1333008,126.0381165,490.4661255,489.7062073,599.3029785,599.2910767,682.4222412,686.9707642,726.6438599,716.5163574,squatting
Frame_84,265.9823914,131.4921722,239.2194672,149.4949951,308.2268677,101.4956818,259.882019,126.078392,490.2256165,489.4299011,599.1141968,598.9164429,683.1571045,686.7390747,727.2003784,716.503418,squatting
Frame_85,266.1908264,131.280777,239.6770477,149.6333771,308.3207703,101.8221359,261.4138489,125.9119568,490.1437683,489.9097595,598.4934082,598.5962524,682.1429443,686.3925171,727.397583,716.7861938,squatting
Frame_86,266.3081055,131.1212158,239.5733795,149.2357788,309.001709,102.7701874,262.2842407,124.5468826,489.9969482,489.9893494,598.1668701,598.4509888,682.6437988,687.4684448,725.8807983,716.5914917,squatting
Frame_87,266.2772522,131.3372803,239.522644,149.3275146,308.6749878,102.9206009,262.7800293,124.828476,489.93396,490.1025085,598.4668579,598.8403931,682.3275757,687.5903931,726.6867065,716.7992554,squatting
Frame_88,265.8813782,131.1352844,239.6205902,149.6360016,308.953064,101.7362366,263.0097046,127.5323029,490.4945068,490.3688354,599.2209473,599.5343018,682.0333252,687.3676758,725.4128418,714.9099731,squatting
Frame_89,265.9333801,131.367569,239.7966919,150.002182,307.5222473,101.5226212,263.4283142,127.5377808,490.0835571,490.2658386,598.3008423,598.7516479,681.5429688,687.0446167,725.5374756,715.0805054,squatting
Frame_90,265.8032837,131.2346191,239.5204468,149.7113647,306.5046387,102.0614014,263.1931763,126.2077866,489.896637,489.778595,597.8254395,598.2350464,681.0897827,687.0227051,724.4385376,715.1068726,squatting
Frame_91,265.1027832,130.1667328,238.7389069,148.9570007,306.8000183,101.7048569,263.0756226,128.7398529,490.5023804,490.2214966,598.298645,598.6555176,678.0261841,684.0472412,724.758667,713.0172119,squatting
Frame_92,265.1463013,130.0670166,239.5527191,149.5563812,307.2997437,101.6036301,262.6821899,127.458992,490.2695618,490.138092,597.6862793,598.0326538,678.2689819,683.8876953,725.2504272,713.2415161,squatting
Frame_93,265.4320984,130.0003052,239.8863373,149.7370453,305.9026184,101.8983459,263.0668335,128.0810547,490.3410645,490.1860962,596.9674072,597.281311,678.4536133,684.0667725,725.7252197,712.5754395,squatting
Frame_94,265.1557922,129.8238831,239.2878418,149.1413422,305.5868225,102.3072891,262.802948,127.3614578,490.1062012,489.9102478,596.7705688,597.1118164,678.2628784,684.5325928,726.1682739,712.8190918,squatting
Frame_95,265.0579834,129.8315125,239.1063385,148.8767395,305.8628235,103.0636902,263.1192322,124.7799988,489.9875183,490.8752136,596.687439,597.515686,678.6489258,685.6328125,725.8209229,713.6173706,squatting
Frame_96,265.3713074,129.7644958,239.1236115,148.6483612,306.1471252,103.2376785,263.2762756,123.3957214,490.3265686,491.0139771,597.4621582,598.2113037,678.9498291,685.9639282,725.5477905,713.8531494,squatting
Frame_97,265.0683594,130.1898651,238.4466553,148.4987488,305.5038147,103.3964996,263.3414917,122.4598694,489.634613,490.3021545,597.6841431,598.4398804,678.6599121,686.1241455,725.8709717,714.8848267,squatting
Frame_98,265.2526855,130.6900787,238.1861725,148.436676,305.5835876,103.5553589,263.0955505,123.8195648,489.2675781,489.979126,597.1251221,597.8769531,677.7765503,685.2780151,725.8067627,713.94104,squatting
Frame_99,265.6106873,131.1374664,238.1744537,148.4899902,306.2876587,104.1489487,262.4536438,122.356926,488.6129456,489.4767456,597.5864258,598.3605957,677.6731567,685.3897095,725.7538452,714.7197266,squatting
Frame_100,265.0926208,130.7919769,237.6621399,148.2230377,306.405365,103.9593048,261.4006958,125.8460083,488.8096619,489.1979065,598.0285034,598.586792,679.526062,686.5100098,724.0691528,712.5838623,squatting
Frame_101,265.316803,130.8162994,237.5719604,148.0852051,306.2564392,104.3866119,260.2556152,126.0573425,489.3803711,489.1056519,598.355835,598.6207886,680.1329346,686.4865723,723.1276855,712.6456909,squatting
Frame_102,265.426178,130.8215027,237.4196777,147.82341,306.6681519,104.4260635,260.4250793,125.1110077,488.9639282,488.671051,598.3909302,598.576355,680.3062744,686.1610718,723.3687134,712.7688599,squatting
Frame_103,265.5590515,130.7245636,237.3790741,147.5980682,305.7905273,104.7422409,261.3790588,123.9454041,489.4389648,489.1979065,598.0130005,598.2836304,680.1607056,686.4521484,723.2035522,712.8691406,squatting
Frame_104,265.759491,130.8028259,237.1710205,147.2664032,305.8036804,104.685791,261.486908,125.2879486,489.6636353,489.4042664,597.9726563,598.28302,680.3416138,687.0241089,722.7038574,712.1536255,squatting
Frame_105,265.3385315,130.1536255,236.9292908,146.9384918,305.5414734,105.3431931,261.2366028,124.2699203,489.6756287,489.4935608,597.74646,598.1645508,680.19104,687.1645508,722.2155762,712.5617065,squatting
Frame_106,265.4896851,130.0831909,236.8355713,146.5722961,305.161438,105.8918915,261.7336121,121.1176071,489.411438,489.8394775,597.1212769,597.8497314,679.5224609,687.4828491,722.8994751,714.3162842,squatting
Frame_107,265.2303467,129.8164368,236.9179688,146.6532745,305.7742615,105.6595764,261.9464722,122.4500046,489.8529663,489.7441101,596.4159546,596.8283081,679.6833496,686.3632813,721.8303223,712.5844116,squatting
Frame_108,265.1464539,129.6367188,236.9057159,146.6265717,305.7927246,106.0022354,261.6121521,121.3630142,489.3828125,489.308075,596.0845947,596.5608521,679.4818726,686.4716797,721.7722778,712.8873291,squatting
Frame_109,264.5436096,129.5406647,236.8611298,146.9289246,305.292572,105.6555176,261.424408,122.4199219,489.4729919,488.9833069,596.1619873,596.3875732,680.411438,686.2827759,722.2411499,712.4102783,squatting
Frame_110,264.9437866,129.5541687,236.8299103,146.6084137,305.8727722,105.7536621,261.4096985,121.6128235,489.3354187,489.5204468,595.9214478,596.4972534,679.3050537,686.2571411,721.6158447,711.8510742,squatting
Frame_111,265.065979,129.380661,236.9541016,146.4528656,306.0865173,106.2219467,261.9546814,119.8894119,488.6765442,489.2825317,596.085083,596.9489746,679.3377075,687.5992432,722.4067383,713.4580078,squatting
Frame_112,265.350647,128.9672241,237.6969604,146.7246857,307.575531,105.5944595,261.9426575,122.4305573,489.4010925,490.2862244,596.9819336,597.7930298,679.68396,686.6226807,722.4450684,711.5753784,squatting
Frame_113,265.5115356,129.0770721,237.7193298,146.662735,306.9827271,105.6986237,261.2775879,120.1263199,489.3328247,489.9998474,596.6917725,597.3774414,679.5779419,686.0103149,722.7657471,713.6967773,squatting
Frame_114,264.9429321,128.6519928,237.4621887,146.5751648,306.0775146,106.5009155,261.5125427,118.0072021,488.0453491,489.3274231,596.6574707,597.7703247,679.5853271,687.3702393,722.0026245,714.3691406,squatting
Frame_115,265.2537842,128.9078369,236.2931366,145.3297119,306.2600403,107.1344452,259.8652649,114.7971878,487.1184692,488.375,596.6456909,597.7263184,679.5045166,687.2268066,721.1627808,717.3364258,squatting
Frame_116,265.3409424,129.6567535,237.0285339,146.3828583,305.4866028,106.9341354,260.0511475,112.4574127,483.8031616,485.1745605,594.7820435,595.9124756,679.5726929,687.2612305,721.4035034,719.9855347,squatting
Frame_117,264.1706848,129.6869965,236.2754822,146.2069702,306.0842896,107.3391495,258.8616028,110.6224899,477.8298645,479.114624,593.7052002,594.9453125,680.6297607,688.9442139,721.8426514,721.7741699,squatting
Frame_118,258.1815186,132.4587097,239.0059357,155.1235809,309.6878967,106.9828415,245.6017761,106.8618774,473.0194092,476.903717,597.3115234,600.4805298,666.8930664,678.8464966,717.7512207,725.0889282,squatting
Frame_119,258.0801697,131.9085846,238.9555511,154.6862335,309.1695557,107.7822266,246.3384552,106.2327499,467.9613953,470.9769592,593.6760254,596.5228271,662.9961548,675.2191772,717.8520508,723.8814087,squatting
Frame_120,257.4516296,133.0826111,237.1820374,153.7858429,308.1010437,108.8604736,248.4941101,107.5189667,462.4267273,465.4907532,590.2141113,592.7506104,663.1383667,673.4945679,719.2790527,724.1873779,squatting
Frame_121,256.5044861,133.2674713,234.4179993,150.3013763,310.1732178,107.8230743,246.7925262,120.7122345,455.865509,462.6347656,584.3902588,588.487793,660.8812866,677.7562256,715.366333,713.1340332,squatting
Frame_122,255.1904755,131.3740082,234.6599884,149.4653625,310.38797,105.393959,250.0324707,122.2024155,447.270752,453.4515686,577.9945068,581.8106689,658.0571289,674.3720703,714.3972778,709.3244019,squatting
Frame_123,257.559967,131.8182373,236.6058655,149.7667236,311.6375427,103.2479782,251.9004364,124.6605682,439.2103882,446.5241394,574.3629761,578.27948,657.4519653,672.1937256,712.47052,707.6067505,squatting
Frame_124,255.9023895,133.4180145,234.8568573,149.714035,312.2417908,103.7842789,250.3053894,125.720047,427.1713867,436.0161438,567.7023926,572.4019165,655.9060669,671.8511353,712.8330078,709.8095703,squatting
